paper_id,title,abstract,year,venue,url,doi,authors,source_families,final_status,corpus_tier,exclusion_reason,notes
doi-091d6b79e5,Knowledge-based augmented reality,"article Free Access Share on Knowledge-based augmented reality Authors: Steven Feiner Columbia Univ., New York, NY Columbia Univ., New York, NYView Profile , Blair Macintyre Columbia Univ., New York, NY Columbia Univ., New York, NYView Profile , Dorée Seligmann AT&T Bell Labs, Holmdel, NJ AT&T Bell Labs, Holmdel, NJView Profile Authors Info & Claims Communications of the ACMVolume 36Issue 7July 1993pp 53–62https://doi.org/10.1145/159544.159587Published:01 July 1993Publication History 624citation10,490DownloadsMetricsTotal Citations624Total Downloads10,490Last 12 Months588Last 6 weeks55 Get Citation AlertsNew Citation Alert added!This alert has been successfully added and will be sent to:You will be notified whenever a record that you have chosen has been cited.To manage your alert preferences, click on the button below.Manage my AlertsNew Citation Alert!Please log in to your account Save to BinderSave to BinderCreate a New BinderNameCancelCreateExport CitationPublisher SiteeReaderPDF",1993,Communications of the ACM,https://doi.org/10.1145/159544.159587,10.1145/159544.159587,Steven Feiner; Blair MacIntyre; Dorée Duncan Seligmann,phase1_e_openalex_2026-04-13,,,,
doi-b30308d09e,Village Layout and Social Experience: A Comparative Study from the Northeast Woodlands,"This paper examines the spatial configuration of two early fourteenth-century Woodland villages—one composed of longhouses (Nodwell) and one a ring-shaped arrangement of oval huts (Fort Hill). The contrasting spatial layouts of these sites are explored from the perspective of social interaction stress in early villages. Visibility Graph Analysis, a technique for analyzing the relational order of visual fields, is used to measure the properties of spatial integration and control in these settlements over the course of their distinctive occupation histories. Results reveal “top-down” vs. “bottom-up” dispositions toward spatial order that influenced the routine use of settlement space, the nature of village growth, and arguably, long-term trajectories of community development in regional longhouse and ring-shaped traditions.",2014,Midcontinental Journal of Archaeology,https://doi.org/10.1179/2327427113y.0000000003,10.1179/2327427113y.0000000003,John L. Creese,phase1_e_openalex_2026-04-13,,,,
doi-a8a9e52fd1,Analyzing the Influence of Residents’ Sociocultural Reflections on the Spatial Configuration of Historical Persian Residential Architecture,"This research investigates the relationship between socio-cultural reflections of residents and spatial diversity in historic Persian residential architecture. Despite the rich architectural heritage of Persian houses, there is limited understanding of how residents’ socio-cultural background influences their spatial arrangements. To address this gap, this study employs space syntax analysis, including axial, visibility graph analysis (VGA), agent-based analysis, and isovist approaches, to explore the genotype of 15 recognized Persian historic residential architectures. The findings reveal that the spatial configurations of these houses are deeply rooted in socio-cultural values, reflecting the diverse societal roles of residents. Variations in spatial arrangements highlight the adaptability of Persian historical houses in balancing privacy and sociability, influenced by the socio-cultural attributes of their occupants. The study also emphasizes the significance of transitional spaces in controlling social interactions with strangers to support cultural practices. This research contributes to the body of knowledge by providing a syntactic analysis of the socio-cultural underpinnings of Persian architectural typologies, offering insights that extend beyond Shiraz to the broader central Iranian context. The study concludes by advocating for practical policy implications and culturally rooted architectural design guidelines for Iranian construction engineering organizations to implement in their housing design projects. These insights can ultimately inform the development of contemporary housing in Iran, fostering a new wave of housing that is both culturally resonant and functionally innovative, while supporting socially sustainable living environments.",2025,Sustainability,https://doi.org/10.3390/su17030879,10.3390/su17030879,Seyedeh Maryam Moosavi; Còssima Cornadó Bardón; Reza Askarizad,phase1_e_openalex_2026-04-13,,,,
doi-491d6acf92,Space in language and cognition explorations in cognitive diversity,"Languages differ in how they describe space, and such differences between languages can be used to explore the relation between language and thought. This 2003 book shows that even in a core cognitive domain like spatial thinking, language influences how people think, memorize and reason about spatial relations and directions. After outlining a typology of spatial coordinate systems in language and cognition, it is shown that not all languages use all types, and that non-linguistic cognition mirrors the systems available in the local language. The book reports on collaborative, interdisciplinary research, involving anthropologists, linguists and psychologists, conducted in many languages and cultures around the world, which establishes this robust correlation. The overall results suggest that thinking in the cognitive sciences underestimates the transformative power of language on thinking. The book will be of interest to linguists, psychologists, anthropologists and philosophers, and especially to students of spatial cognition.",2003,,https://doi.org/10.1017/CBO9780511613609,10.1017/cbo9780511613609,Stephen C. Levinson,phase1_e_openalex_2026-04-13,,,,
doi-94dc0f344e,LANGUAGE AND SPACE,"▪ Abstract This review describes some recent, unexpected findings concerning variation in spatial language across cultures, and places them in the context of the general anthropology of space on the one hand, and theories of spatial cognition in the cognitive sciences on the other. There has been much concern with the symbolism of space in anthropological writings, but little on concepts of space in practical activities. This neglect of everyday spatial notions may be due to unwitting ethnocentrism, the assumption in Western thinking generally that notions of space are universally of a single kind. Recent work shows that systems of spatial reckoning and description can in fact be quite divergent across cultures, linguistic differences correlating with distinct cognitive tendencies. This unexpected cultural variation raises interesting questions concerning the relation between cultural and linguistic concepts and the biological foundations of cognition. It argues for more sophisticated models relating culture and cognition than we currently have available.",1996,Annual Review of Anthropology,https://doi.org/10.1146/annurev.anthro.25.1.353,10.1146/annurev.anthro.25.1.353,Stephen C. Levinson,phase1_e_openalex_2026-04-13,,,,
doi-b538978b72,Spatial Cognition and Brain Organization: Clues from the Acquisition of a Language in Space,"The unique role of space in signed languages is perhaps their most significant distinguishing aspect, and one that is crucial for understanding spatial cognition. This principled separation between brain organization for nonlanguage functioning and for language functioning—even in this unusual instance in which both involve visuospatial processing—is important, and supports from a new perspective the studies of impairment in spatial cognitive functions in the normal adult brain. This chapter focuses on how the spatial properties of American Sign Language (ASL) influence its acquisition in deaf children of deaf parents who are learning sign language as a native language. ASL uses space to differentiate between formationally identical signs. ASL makes linguistic use of visual-spatial information that is otherwise used only for non-linguistic functions in hearing persons. Verb agreement in ASL is accomplished by moving an indexible verb from the spatial locus established for the subject to the spatial locus of the object.",2022,Psychology Press eBooks,https://doi.org/10.4324/9781315785462-17,10.4324/9781315785462-17,Laura Ann Petitto; Ursula Bellugi,phase1_e_openalex_2026-04-13,,,,
doi-f7c4234590,Learning to express motion events in English and Korean: The influence of language-specific lexicalization patterns,This article examines how language-specific lexicalization patterns influence the learning and expression of motion events in English and Korean. It focuses on the interaction between linguistic structure and the representation of spatial motion.,1991,Cognition,https://doi.org/10.1016/0010-0277(91)90033-z,10.1016/0010-0277(91)90033-z,Soonja Choi; Melissa Bowerman,phase1_e_openalex_2026-04-13,,,,
doi-b3228ad903,Returning the tables: language affects spatial reasoning,This work argues that language affects spatial reasoning and revisits how linguistic structure shapes performance on spatial tasks. It examines the extent to which verbal encoding influences reasoning about spatial relations.,2002,Cognition,https://doi.org/10.1016/s0010-0277(02)00045-8,10.1016/s0010-0277(02)00045-8,Stephen C. Levinson; Sotaro Kita; Daniel B. M. Haun; Björn Rasch,phase1_e_openalex_2026-04-13,,,,
doi-0ac22141fa,Grammars of Space,"Spatial language - that is, the way languages structure the spatial domain – is an important area of research, offering insights into one of the most central areas of human cognition. In this collection, a team of leading scholars review the spatial domain across a wide variety of languages. Contrary to existing assumptions, they show that there is great variation in the way space is conceptually structured across languages, thus substantiating the controversial question of how far the foundations of human cognition are innate. Grammars of Space is a supplement to the psychological information provided in its companion volume, Space in Language and Cognition. It represents a new kind of work in linguistics, 'Semantic Typology', which asks what are the semantic parameters used to structure particular semantic fields. Comprehensive and informative, it will be essential reading for those working on comparative linguistics, spatial cognition, and the interface between them.",2006,Cambridge University Press eBooks,https://doi.org/10.1017/cbo9780511486753,10.1017/cbo9780511486753,Stephen C. Levinson; David P. Wilkins,phase1_e_openalex_2026-04-13,,,,
url-cb58105f57,Thought Without Language,"Introduction. Part 1 Emergence and instruction: the origins of referential communication in human infancy the Ontogenesis of different types of thought language and motor behaviours as non-specific manifestations minds with and without language. Part 2 Categorical perception: functional organization of visual recognition face perception and the right hemisphere stimulus generalization and the acquisition of categories by pigeons. Part 3 The Ontogeny of perceptual and casual knowledge: the origins of physical knowledge perception and thought in infancy an information-processing approach to infant cognitive development. Part 4 Implicit processing and intentionality: dissociation between implicit and explicit knowledge in neuropsychological syndromes what can the bird brain tell us about thought without language? intentionality in animal conditioning. Part 5 Shapes, space and memory: differences between adult and infant cognition animal spatial cognition primate cognition of space and shapes. Part 6 Verbal/non-verbal interaction and independence: the dynamics of cerebral specialization and modular interactions cognitive function in severe aphasia language without thought. Part 7 Dyslexia and a mathematician's experience: a personal view. Afterthoughts.",1988,,https://www.unige.ch/fapse/PSY/persons/mounoud/mounoud/publicationsPM/PM_Weiskrantz_1988.pdf,,Lawrence Weiskrantz,phase1_e_openalex_2026-04-13,,,,
doi-87ee22037f,"The parietal cortex and the representation of time, space, number and other magnitudes","The development of sub-disciplines within cognitive neuroscience follows common sense categories such as language, audition, action, memory, emotion and perception among others. There are also well-established research programmes into temporal perception, spatial perception and mathematical cognition that also reflect the subjective impression of how experience is constructed. There is of course no reason why the brain should respect these common sense, text book divisions and, here, we discuss the contention that generalized magnitude processing is a more accurate conceptual description of how the brain deals with information about time, space, number and other dimensions. The roots of the case for linking magnitudes are based on the use to which magnitude information is put (action), the way in which we learn about magnitudes (ontogeny), shared properties and locations of magnitude processing neurons, the effects of brain lesions and behavioural interference studies. Here, we assess this idea in the context of a theory of magnitude, which proposed common processing mechanisms of time, space, number and other dimensions.",2009,Philosophical Transactions of the Royal Society B Biological Sciences,https://doi.org/10.1098/rstb.2009.0028,10.1098/rstb.2009.0028,Domenica Bueti; Vincent Walsh,phase1_e_openalex_2026-04-13,,,,
doi-4ba5b832a1,Turning the tables: language and spatial reasoning,"This article examines the relationship between language and spatial reasoning. It considers how linguistic framing, description, or task wording may influence the way people encode and solve spatial problems.",2002,Cognition,https://doi.org/10.1016/s0010-0277(02)00009-4,10.1016/s0010-0277(02)00009-4,Peggy Li; Lila R. Gleitman,phase1_e_openalex_2026-04-13,,,,
url-cce20000ae,Spatial cognition : brain bases and development,"Contents: Preface. Foreword. Part I: Spatial Cognition in Adults: Introduction. L. Morrow, G. Ratcliff, The Neuropsychology of Spatial Cognition. M.J. Farah, The Neuropsychology of Mental Imagery. R.A. Andersen, The Neurobiological Basis of Spatial Cognition: Role of the Parietal Lobe. R.N. Shepard, The Role of Transformations in Spatial Cognition. M. Kritchevsky, The Elementary Spatial Functions of the Brain. Part II: The Development of Spatial Cognition: Introduction. H.L. Pick, Jr., Perceptual Aspects of Spatial Cognitive Development. L. Acredolo, Infant Mobility and Spatial Development. L.S. Liben, Conceptual Issues in the Development of Spatial Cognition. J.R. Johnston, Children's Verbal Representation of Spatial Location. A. Nicolopoulou, Interrelation of Logical and Spatial Knowledge in Preschoolers. D. Wolf, Drawing the Boundary: The Development of Distinct Systems for Spatial Representation in Young Children. Part III: Effects of Different Early Experiences: Introduction. J. Stiles-Davis, Spatial Dysfunctions in Young Children With Right Cerebral Hemisphere Injury. U. Bellugi, H. Sabo, J. Vaid, Spatial Deficits in Children With Williams Syndrome. L.A. Petitto, U. Bellugi, Spatial Cognition and Brain Organization: Clues From the Acquisition of a Language in Space. H.J. Neville, Cerebral Organization for Spatial Attention. B. Landau, The Construction and Use of Spatial Knowledge in Blind and Sighted Children. S.F. Witelson, J.A. Swallow, Neuropsychological Study of the Development of Spatial Cognition. Part IV: Discussions: Introduction. S. Zola-Morgan, M. Kritchevsky, Spatial Cognition in Adults. J.M. Mandler, The Development of Spatial Cognition: On Topological and Euclidean Representation. D. Lillo-Martin, P. Tallal, Effects of Different Early Experiences.",1988,Medical Entomology and Zoology,http://ci.nii.ac.jp/ncid/BA03971123,,Joan Stiles-Davis; Mark Kritchevsky; Ursula Bellugi,phase1_e_openalex_2026-04-13,,,,
doi-f64c36758d,"Demonstratives, Frames of Reference, and Semantic Universals of Space","Abstract There is a large body of research indicating that speakers of (familiar) European languages tend to encode and conceptualize space from an egocentric perspective, but linguistic fieldworkers have shown that speakers of certain other languages (e.g. Tzeltal) often describe the same spatial scenes based on fixed coordinates of the environment. This has led some researcher to challenge long‐standing assumptions about semantic universals of space and the uniformity of spatial cognition. Specifically, Levinson and colleagues have questioned the hypothesis that there is a universal preference for egocentric, body‐oriented representations of space in language and cognition. It is the purpose of the present paper to reconsider this hypothesis in light of an important class of spatial terms that has been disregarded in this research: demonstratives such as English this and that and here and there . The paper shows that the semantic interpretation of demonstratives presupposes a coordinate system with the same conceptual constituents as body‐based expressions such as left and right or up and down . Combining evidence from linguistic typology with psychological research on joint attention, it is argued that demonstratives constitute a universal class of spatial terms that invoke an egocentric, body‐anchored frame of reference grounded in basic principles of spatial and social cognition.",2014,Language and Linguistics Compass,https://doi.org/10.1111/lnc3.12066,10.1111/lnc3.12066,Holger Diessel,phase1_e_openalex_2026-04-13,,,,
doi-2602fb1564,Cross-cultural variation of speech-accompanying gesture: A review,"This article reviews the literature on cross-cultural variation of gestures. Four factors governing the variation were identified. The first factor is the culture-specific convention for form-meaning associations. This factor is involved in well-known cross-cultural differences in emblem gestures (e.g., the OK-sign), as well as pointing gestures. The second factor is culture-specific spatial cognition. Representational gestures (i.e., iconic and deictic gestures) that express spatial contents or metaphorically express temporal concepts differ across cultures, reflecting the cognitive differences in how direction, relative location and different axes in space are conceptualised and processed. The third factor is linguistic differences. Languages have different lexical and syntactic resources to express spatial information. This linguistic difference is reflected in how gestures express spatial information. The fourth factor is culture-specific gestural pragmatics, namely the principles under which gesture is used in communication. The culture-specificity in politeness of gesture use, the role of nodding in conversation, and the use of gesture space are discussed.",2009,Language and Cognitive Processes,https://doi.org/10.1080/01690960802586188,10.1080/01690960802586188,Sotaro Kita,phase1_e_openalex_2026-04-13,,,,
url-5e5c350a2d,Trekking through space with Whorf: Language and spatial cognition,"The Whorfian hypothesis, the thesis that the language one speaks has a strong and pervasive effect on the way one thinks, has returned to prominence after a period in intellectual limbo. Since languages differ in how they partition the spatial relationships into semantic categories, the spatial domain has become a popular test-bed for whether profound effects of language on thought exist. This dissertation takes up two such linguistic differences discussed in the current literature. The first difference involves English and Korean, two languages that make crosscutting semantic partitions (Bowerman, 1996). For example, in English, “putting a block on a cardboard” and “putting a Lego on a Lego board” are described as events of “put on.” Events like “putting a cassette tape in its container” are described as “put in.” However, in Korean, the cassette and Lego events are described with the same verb “kkita” (to fit together tightly), whereas the block event is described by a different verb “nohta” (to place loosely on a flat surface). Therefore, English focuses on the support and containment relationships where Korean focuses on tightness and looseness. The Whorfian hypothesis predicts that Korean and English speakers would come to conceptualize and categorize spatial events differently. In the studies reported, Korean and English speakers categorized spatial actions. Participants' performance on the various tasks did not always mirror their linguistic descriptions. In fact, Korean and English speakers often categorized events similarly. The second difference involves languages' preferences for the spatial frames of reference. Specifically, “relative” languages (e.g., English) prefer deictic or viewer-perspective frame of reference (“to the left”) and “absolute” languages (e.g., Tzeltal) prefer an externally referenced frame (“to the north”). Prior crosslinguistic studies (Brown &amp; Levinson, 1993) showed that the spatial problem-solving strategies of “relative” and “absolute” language speakers differ. The current studies reproduced these different strategies in speakers of a single language (English) by manipulation landmark cues, suggesting that language itself may not be the original causal factor in choice of spatial perspective. The results of the two lines of studies are discussed in terms of the current debate on the relation of language to thought.",2002,Scholarly Commons (University of Pennsylvania),https://repository.upenn.edu/dissertations/AAI3043906,,Peggy Li,phase1_e_openalex_2026-04-13,,,,
doi-d951e2ccf2,Space in Languages,"Space is presently the focus of much research and debate across disciplines, including linguistics, anthropology, psychology, and philosophy. One strong feature of this collection is to bring together theoretical and empirical contributions from these varied scientific traditions, with the collective aim of addressing fundamental questions at the forefront of the current literature: the nature of space in language, the linguistic relativity of space, the relation between spatial language and cognition. Linguistic analyses highlight the multidimensional and heterogeneous nature of space, while also showing the existence of a set of types, parameters, and principles organizing the considerable diversity of linguistic systems and accounting for mechanisms of diachronic change. Findings concerning spatial perception and cognition suggest the existence of two distinct systems governing linguistic and non-linguistic representations, that only partially overlap in some pathologies, but they also show the strong impact of language-specific factors on the course of language acquisition and cognitive development.",2006,Typological studies in language,https://doi.org/10.1075/tsl.66,10.1075/tsl.66,Space in Languages: Linguistic Systems and Cognitive Categories (Veranstaltung) 2003 Paris; Maya Hickmann; Stéphane Robert,phase1_e_openalex_2026-04-13,,,,
url-18fde204c7,"Language, cognition, and space:the state of the art and new directions","Introduction I PERCEPTION AND SPACE 1. The perceptual basis of spatial representation. Vyvyan Evans II THE INTERACTION BETWEEN LANGUAGE AND SPATIAL COGNITION 2. Language and space: Momentary interactions. Barbara Landau (John Hopkins University), Banchiamlack Dessalegn (Johns Hopkins University), and Ariel Micah Goldberg (Johns Hopkins Univeristy) 3. Language and inner space. Benjamin Bergen (University of Hawai'i, Manoa), Carl Polley (University of Hawai'i, Manoa), and Kathryn Wheeler (University of Hawai'i, Manoa) III TYPOLOGICAL, PSYCHOLINGUISTIC AND NEUROLINGUISTIC APPROAHCES TO SPATIAL REPRESENTATION 4. Inside in and on: Typological and psycholinguistic perspectives Michele Feist (University of Louisiana at Lafayette) 5. Parsing space around objects. Laura Carlson (University of Notre Dame) 6. A neuroscientific perspective on the linguistic encoding of categorical spatial relations. David Kemmerer (Purdue University) IV THEORETICAL APPROACHES TO SPATIAL REPRESENTATION IN LANGUAGE 7. The genesis of spatial terms. Claude Vandeloise (Louisiana State University) 8. Forceful prepositions. Joost Zwarts (Utrecht University) 9. From the spatial to the non-spatial: The 'state' lexical concepts of in, on and at. Vyvyan Evans V SPATIAL REPRESENTATION IN SPECIFIC LANGUAGES 10. Static topological relations in Basque. Iraide Ibarretxe-Antunano (Universidad de Zaragoza) 11. Taking the Principled Polysemy Model of Spatial Particles Beyond English: The Case of Russian za. Darya Shakhova (Georgetown University) and Andrea Tyler (Georgetown University) 12. Frames of reference, effects of motion, and lexical meanings of Japanese FRONT/BACK terms. Kazuko Shinohara (University of Agriculture and Technology, Tokyo) and Yoshihiro Matsunaka (Tokyo Polytechnic University) VI SPACE IN GESTURE AND SIGN-LANGUAGE 13. How spoken language and signed language structure space differently. Leonard Talmy (State University of New York, Buffalo) 14. Geometric and image-schematic patterns in gesture space. Irene Mittelberg (Vrije Universiteit Amsterdam) VII MOTION 15. Translocation, language and the categorization of experience. Jordan Zlatev (Lund University), Johan Blomberg (Lund University), and Caroline David (Universite de Montpellier 3) 16. Motion: A conceptual typology. Stephanie Pourcel (Bangor University) VIII THE RELATION BETWEEN SPACE, TIME AND MODALITY 17. Space for thinking. Daniel Casasanto (MPI for Psycholinguistics, Nijmegen) 18. Temporal frames of reference. Jorg Zinken (Portsmouth University) 19. From mind to grammar: Coordinate systems, prepositions, constructions. Paul Chilton",2010,,http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=015672255&amp;sequence=000001&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA,,Vyvyan Evans; Paul Chilton,phase1_e_openalex_2026-04-13,,,,
doi-b6212bfe5a,Handbook of spatial cognition.,"Spatial cognition is a branch of cognitive psychology that studies how people acquire and use knowledge about their environment to determine where they are, how to obtain resources, and how to find their way home. Researchers from a wide range of disciplines, including neuroscience, cognition, and sociology, have discovered a great deal about how humans and other animals sense, interpret, behave in, and communicate about space. This book addresses some of the most important dimensions of spatial cognition, such as neuroscience, perception, memory, and language. It provides a broad yet detailed overview that is useful not only to academics, practitioners, and advanced students of psychology, but also to city planners, architects, software designers, sociologists, and anyone else who seeks to understand how we perceive, interpret, and interact with the world around us.",2012,American Psychological Association eBooks,https://doi.org/10.1037/13936-000,10.1037/13936-000,,phase1_e_openalex_2026-04-13,,,,
doi-8b7a8f46d7,Language within your reach: Near–far perceptual space and spatial demonstratives,"This study examines the relationship between near-far perceptual space and spatial demonstratives in language. It analyzes how distance, perception, and linguistic reference interact in the expression of spatial relations.",2008,Cognition,https://doi.org/10.1016/j.cognition.2008.06.010,10.1016/j.cognition.2008.06.010,Kenny R. Coventry; Berenice Valdés; Alejandro Castillo; Pedro Guijarro‐Fuentes,phase1_e_openalex_2026-04-13,,,,
doi-0760544397,Is language necessary for human spatial reorientation? Reconsidering evidence from dual task paradigms,"This work reconsiders whether language is necessary for human spatial reorientation by revisiting evidence from dual-task paradigms. It examines how verbal interference and spatial updating relate to navigation, orientation, and the cognitive basis of spatial behavior.",2007,Cognitive Psychology,https://doi.org/10.1016/j.cogpsych.2007.06.002,10.1016/j.cogpsych.2007.06.002,Kristin R. Ratliff; Nora S. Newcombe,phase1_e_openalex_2026-04-13,,,,
doi-ac831f085f,"<b>Language and space.</b> Ed. By Paul Bloom, Mary A. Peterson, Lynn Nadel, and Merrill F. Garrett. Cambridge, MA &amp; London: MIT Press/Bradford, 1996. Pp. x, 597. $50.00.","The fifteen original contributions in Language and Space bring together the major lines of research and the most important theoretical viewpoints in the areas of psychology, linguistics, anthropology, and neuroscience, providing a much needed synthesis across these diverse domains. The study of the relationship between natural language and spatial cognition has the potential to yield answers to vexing questions about the nature of the mind, language, and culture. The fifteen original contributions in Language and Space bring together the major lines of research and the most important theoretical viewpoints in the areas of psychology, linguistics, anthropology, and neuroscience, providing a much needed synthesis across these diverse domains. Each chapter gives a clear up-to-date account of a particular research program. Overall, they address such questions as: how does the brain represent space, how many kinds of spatial representations are there, how do we learn to talk about space and what role does culture play in these matters, should experimental tests of the relations between space and language be restricted to closed-class linguistic elements or must the role of open-class elements be considered as well? Throughout authors speak to each other's arguments, laying bare key areas of agreement and disagreement. Contributors Manfred Bierwisch, Paul Bloom, Melissa Bowerman, Karen Emmorey, Merrill Garrett, Ray Jackendoff, Philip Johnson-Laird, Barbara Landau, Willem Levelt, Stephen Levinson, Gordon Logan, Jean Mandler, Lynn Nadel, John O'Keefe, Mary Peterson, Daniel Sadler, Tim Shallice, Len Talmy, Barbara Tversky",1998,Language,https://doi.org/10.2307/417881,10.2307/417881,Ronald W. Langacker,phase1_e_openalex_2026-04-13,,,,
doi-8d48d74073,Language and Space,"The fifteen original contributions in Language and Space bring together the major lines of research and the most important theoretical viewpoints in the areas of psychology, linguistics, anthropology, and neuroscience, providing a much needed synthesis across these diverse domains. The study of the relationship between natural language and spatial cognition has the potential to yield answers to vexing questions about the nature of the mind, language, and culture. The fifteen original contributions in Language and Space bring together the major lines of research and the most important theoretical viewpoints in the areas of psychology, linguistics, anthropology, and neuroscience, providing a much needed synthesis across these diverse domains. Each chapter gives a clear up-to-date account of a particular research program. Overall, they address such questions as: how does the brain represent space, how many kinds of spatial representations are there, how do we learn to talk about space and what role does culture play in these matters, should experimental tests of the relations between space and language be restricted to closed-class linguistic elements or must the role of open-class elements be considered as well? Throughout authors speak to each other's arguments, laying bare key areas of agreement and disagreement. Contributors Manfred Bierwisch, Paul Bloom, Melissa Bowerman, Karen Emmorey, Merrill Garrett, Ray Jackendoff, Philip Johnson-Laird, Barbara Landau, Willem Levelt, Stephen Levinson, Gordon Logan, Jean Mandler, Lynn Nadel, John O'Keefe, Mary Peterson, Daniel Sadler, Tim Shallice, Len Talmy, Barbara Tversky Bradford Books imprint",1996,The MIT Press eBooks,https://doi.org/10.7551/mitpress/4107.001.0001,10.7551/mitpress/4107.001.0001,,phase1_e_openalex_2026-04-13,,,,
doi-38a2b0726e,Exploration as a mediator of the relation between the attainment of motor milestones and the development of spatial cognition and spatial language.,"The embodied-cognition approach views cognition and language as grounded in daily sensorimotor child-environment interactions. Therefore, the attainment of motor milestones is expected to play a role in cognitive-linguistic development. Early attainment of unsupported sitting and independent walking indeed predict better spatial cognition and language at later ages. However, evidence linking these milestones with the development of spatial language and evidence regarding factors that might mediate this relation are scarce. The current study examined whether exploration of spatial-relational object properties (e.g., the possibility of containing or stacking) and exploration of the space through self-locomotion mediate the effect of, respectively, age of sitting and age of walking on spatial cognition and spatial language. Thus, we hypothesized that an earlier age of sitting and walking predicts, respectively, higher levels of spatial-relational object exploration and exploration through self-locomotion, which in turn, predict better spatial cognition and spatial language at later ages. Fifty-nine Dutch children took part in a longitudinal study. A combination of tests, observations, and parental reports was used to measure motor development, exploratory behavior (age 20 months), spatial memory (age 24 months), spatial processing (age 32 months), and spatial language (age 36 months). Results show that attainment of sitting predicted spatial memory and spatial language, but spatial-relational object exploration did not mediate these effects. Attainment of independent walking predicted spatial processing and spatial language, and exploration through self-locomotion (partially) mediated these relations. These findings extend previous work and provide partial support for the hypotheses about the mediating role of exploration.",2015,Developmental Psychology,https://doi.org/10.1037/a0039572,10.1037/a0039572,Ora Oudgenoeg‐Paz; Paul Leseman; M. J. M. Volman,phase1_e_openalex_2026-04-13,,,,
doi-197ab05e88,Demonstratives in Spatial Language and Social Interaction: An Interdisciplinary Review,"This paper offers a review of research on demonstratives from an interdisciplinary perspective. In particular, we consider the role of demonstratives in current research on language universals, language evolution, language acquisition, multimodal communication, signed language, language and perception, language in interaction, spatial imagery, and discourse processing. Traditionally, demonstratives are analyzed as a particular class of spatial deictics. Yet, a number of recent studies have argued that space is largely irrelevant to deixis and that demonstratives are primarily used for social and interactive purposes. Synthesizing findings in the literature, we conclude that demonstratives are a very special class of linguistic items that are foundational to both spatial and social aspects of language and cognition.",2020,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.555265,10.3389/fpsyg.2020.555265,Holger Diessel; Kenny R. Coventry,phase1_e_openalex_2026-04-13,,,,
doi-c0f98d688a,"Spatial Cognition, Modality and Language Emergence: Cognitive Representation of Space in Yucatec Maya Sign Language (Mexico)","This paper analyzes spatial gestures and cognition in a new, or so-called “emerging”, visual language, the Yucatec Maya Sign Language (YSML). This sign language was created by deaf and hearing signers in various Yucatec Maya villages on the Yucatec Peninsula (Mexico). Although the sign language is not a signed version of spoken Yucatec Maya, both languages evolve in a similar cultural setting. Studies have shown that cultures around the world seem to rely on one preferred spatial Frame of Reference (FoR), shaping in many ways how people orient themselves and think about the world around them. Prior research indicated that Yucatec Maya speakers rely on the use of the geocentric FoR. However, contrary to other cultures, it is mainly observable through the production of gestures and not speech only. In the case of space, gestures in spoken Yucatec Maya exhibit linguistic features, having the status of a lexicon. Our research question is the following: if the preferred spatial FoR among the Yucatec Mayas is based on co-expressivity and spatial linguistic content visually transmitted via multimodal interactions, will deaf signers of an emerging language created in the same cultural setting share the same cognitive preference? In order to answer this question, we conducted three experimental tasks in three different villages where YMSL is in use: a non-verbal rotation task, a Director-Matcher task and a localization task. Results indicate that YMSL signers share the same preference for the geocentric FoR.",2024,Languages,https://doi.org/10.3390/languages9080278,10.3390/languages9080278,Olivier Le Guen; J. Baas,phase1_e_openalex_2026-04-13,,,,
doi-90f5fdfa6b,Building Problem Spaces for Deaf and Hard of Hearing Students’ Spatial Cognition in a Programming Language,"It has been published that the mental faculty for handling languages influences the development of spatial cognition ability for deaf and hard of hearing students. To make measurements for their ability and extract the features, various kinds of methods that decrease...",2009,Lecture notes in computer science,https://doi.org/10.1007/978-3-642-02713-0_18,10.1007/978-3-642-02713-0_18,Nobuhito Yamamoto; Tomoyuki Nishioka; Syoko Shiroma,phase1_e_openalex_2026-04-13,,,,
url-fefbb121e5,Generative Agents: Interactive Simulacra of Human Behavior,"Believable proxies of human behavior can empower interactive applications ranging from immersive environments to rehearsal spaces for interpersonal communication to prototyping tools. In this paper, we introduce generative agents: computational software agents that simulate believable human behavior. Generative agents wake up, cook breakfast, and head to work; artists paint, while authors write; they form opinions, notice each other, and initiate conversations; they remember and reflect on days past as they plan the next day. To enable generative agents, we describe an architecture that extends a large language model to store a complete record of the agent’s experiences using natural language, synthesize those memories over time into higher-level reflections, and retrieve them dynamically to plan behavior. We instantiate generative agents to populate an interactive sandbox environment inspired by The Sims, where end users can interact with a small town of twenty-five agents using natural language. In an evaluation, these generative agents produce believable individual and emergent social behaviors. For example, starting with only a single user-specified notion that one agent wants to throw a Valentine’s Day party, the agents autonomously spread invitations to the party over the next two days, make new acquaintances, ask each other out on dates to the party, and coordinate to show up for the party together at the right time. We demonstrate through ablation that the components of our agent architecture—observation, planning, and reflection—each contribute critically to the believability of agent behavior. By fusing large language models with computational interactive agents, this work introduces architectural and interaction patterns for enabling believable simulations of human behavior.",2023,UIST 2023,https://arxiv.org/abs/2304.03442,,Joon Sung Park,phase1_search_seed_2026-04-13,,,,
